DSP	RSCU	dRSCU	CpG?	CpG_exon	f_premrna	f_mrna	TFBs
228805	1.1353	0.6767	1.0	0.2855	0.2585	0.2585	0
4433	0.7904	1.5808	0.0	0.148	0.1172	0.2439	1
60	0.912	0.4848	1.0	0.3674	0.2029	0.0733	1
172	1.1615	0.3231	0.0	0.5158	0.1523	0.0955	0
12	1.291	0.0212	0.0	0.0	0.1327	0.3278	1
340	1.0	0.3455	0.0	0.3711	0.3568	0.3015	0
104	1.1064	0.6547	1.0	0.5572	0.3774	0.2151	1
1363							0
38							0
119	0.912	0.4848	1.0	0.7079	0.1202	0.4504	0
671	0.912	0.1501	0.0	0.2076	0.0635	0.3026	0
78	1.1064	0.6547	1.0	0.4261	0.1761	0.3931	0
46							0
791	1.291	0.0212	0.0	0.4163	0.0528	0.333	0
78	0.9288	0.1425	1.0	0.3566	0.3897	0.483	0
73	1.3455	0.6909	0.0	0.4805	0.2106	0.1632	0
2345	1.062	0.5368	1.0	0.5474	0.0272	0.4323	0
47	0.9288	0.1425	1.0	0.5722	0.4669	0.4012	0
4034	1.4211	0.4361	0.0	0.3805	0.3543	0.3307	0
133	1.062	0.5368	0.0	0.3552	0.0571	0.4911	1
220							0
98	1.1737	1.1976	1.0	0.4818	0.0053	0.0695	1
178							0
37							0
40	1.1457	0.1506	0.0	0.1249	0.345	0.1679	0
596	1.5988	0.5368	1.0	0.3247	0.0391	0.4762	0
3221	1.1545	0.309	0.0	0.3057	0.0774	0.4734	0
1634							1
7	1.1353	0.6767	1.0	0.3161	0.0431	0.3812	1
550	0.8668	0.2664	0.0	0.3314	0.0532	0.4462	0
31	1.2962	0.1506	1.0	0.2591	0.32	0.32	0
107	0.6545	0.3455	0.0	0.2677	0.0688	0.1918	0
309	0.4311	1.9401	0.0	0.3779	0.0712	0.3673	1
52	0.8952	0.5475	0.0	0.4552	0.3809	0.2375	1
34	0.9296	0.1407	1.0	0.1698	0.0719	0.0894	0
41	0.4611	0.3114	0.0	0.1321	0.4906	0.4764	0
51	1.0835	0.3251	0.0	0.2848	0.2943	0.2872	0
35							0
12	0.8455	0.309	0.0	0.1185	0.1245	0.304	0
1898	0.8952	0.5475	0.0	0.8146	0.4603	0.4603	1
478							0
53	1.0	0.3455	0.0	0.4146	0.4279	0.2059	1
7347							0
2	1.0835	0.3251	1.0	0.5476	0.2159	0.0985	1
92							0
66	1.1353	0.6767	1.0	0.4382	0.3432	0.1943	0
118342							0
29	0.912	0.4848	1.0	0.456	0.4185	0.3433	1
34	0.9418	0.1163	0.0	0.3581	0.2709	0.3337	0
35	0.8952	0.5475	0.0	0.525	0.176	0.2669	0
283							0
68							0
34	0.9418	0.1163	1.0	0.4556	0.4355	0.372	0
24	0.7249	0.2306	0.0	0.3539	0.0221	0.4856	0
475	1.062	0.6349	1.0	0.4069	0.3254	0.178	0
382	1.1545	0.309	0.0	1.0051	0.0079	0.081	0
72	0.8952	0.5475	0.0	0.9762	0.071	0.4483	1
14380							0
578							0
49							0
89	1.0	0.3455	0.0	0.2221	0.391	0.2292	0
97	0.4311	0.0299	0.0	0.2435	0.4176	0.1205	1
79	0.7725	1.5988	0.0	0.0	0.4175	0.4783	0
55							1
30	1.1353	0.6767	1.0	0.3581	0.3312	0.1217	0
41	0.4311	1.9401	0.0	0.5976	0.1642	0.4113	1
3	1.0	0.0	0.0	0.1583	0.4498	0.321	0
10	0.7904	1.5808	0.0	0.0	0.13	0.1681	0
173540	1.0862	0.1724	1.0	0.3657	0.0467	0.0467	0
515							0
87905	0.9288	0.1425	0.0	0.0839	0.3359	0.3359	0
32	1.0835	0.3251	1.0	0.381	0.3972	0.2574	1
9							0
20							0
21	1.0712	0.1425	0.0	0.6162	0.2457	0.2301	1
167	0.9288	0.1425	0.0	0.5868	0.024	0.437	1
18	1.1457	0.1506	0.0	0.4409	0.196	0.3344	0
48	1.1457	0.6939	1.0	0.165	0.247	0.2812	0
7	1.1064	0.6547	1.0	0.4453	0.0457	0.0525	0
128	0.8873	0.2255	0.0	0.9087	0.3637	0.1986	1
1292	0.8952	0.5475	0.0	0.6659	0.462	0.3645	1
5	1.2063	0.7302	0.0	0.643	0.2313	0.3135	1
75	0.9296	0.1407	1.0	0.8297	0.1194	0.2748	1
37	1.1353	0.6767	1.0	0.4394	0.4706	0.2505	1
54	0.8952	0.5475	1.0	0.4901	0.0041	0.0525	0
30	0.6545	0.6909	1.0	0.3104	0.0998	0.2375	0
13	0.8873	0.2255	1.0	1.0222	0.1861	0.3303	1
50							0
375	0.4271	0.4848	1.0	0.1528	0.0178	0.2962	0
214	1.2962	0.1899	1.0	0.1359	0.1846	0.3614	0
340	0.6545	0.6909	1.0	0.9467	0.1533	0.1533	0
333							1
458	1.0835	0.3251	0.0	0.3813	0.2581	0.2581	0
52	0.6561	0.5503	0.0	0.6378	0.4287	0.4147	1
85	0.8952	0.5475	1.0	0.4688	0.0406	0.068	1
38	1.1737	1.1976	0.0	0.6243	0.3318	0.4368	0
36	0.985	0.4361	0.0	0.2465	0.204	0.2807	0
177	0.9288	0.1425	0.0	0.505	0.1793	0.1776	0
945	1.2063	0.5503	0.0	0.3327	0.1602	0.2735	0
13							0
152	0.9288	0.1425	1.0	0.394	0.0592	0.1654	0
68	0.912	0.4848	1.0	0.3967	0.25	0.0833	0
37	1.1737	1.1976	0.0	0.8282	0.0302	0.1713	1
10157	0.9418	0.1163	1.0	0.6734	0.3436	0.3436	0
116	0.9296	0.1407	1.0	0.3958	0.2667	0.381	0
71	2.3713	1.5988	0.0	0.2077	0.1405	0.2283	0
70	0.4762	0.7302	0.0	0.8742	0.01	0.4195	1
12	1.1064	0.6547	1.0	0.4582	0.2493	0.4842	1
202	1.1005	0.6243	0.0	0.2951	0.0533	0.136	0
97	1.0712	0.1425	0.0	0.8782	0.0156	0.0305	1
5945	1.1005	0.6243	0.0	0.7293	0.1746	0.1746	0
37	0.8455	0.309	0.0	0.9563	0.3343	0.2755	0
37835	0.8952	0.5475	0.0	0.1295	0.3125	0.3125	0
32	0.5079	0.5756	0.0	0.5104	0.1023	0.301	0
211	0.9026	0.5771	1.0	0.1823	0.4475	0.1646	0
8492	1.2962	0.1506	0.0	0.1284	0.0089	0.0271	0
24	1.1353	0.6767	1.0	0.6237	0.1041	0.1576	0
4	0.985	0.4361	0.0	1.2354	0.124	0.485	0
68	0.9288	0.1425	1.0	0.461	0.2167	0.0564	0
101	1.1064	0.1899	0.0	0.3549	0.2016	0.2162	0
161							1
95	1.1245	0.185	1.0	0.4532	0.2133	0.3908	0
80	0.4762	0.6243	1.0	0.536	0.0088	0.091	0
418	1.0835	0.3251	0.0	0.5604	0.166	0.2184	0
150	1.1737	0.3832	0.0	0.4683	0.4702	0.2783	0
2	1.3455	0.6909	0.0	0.3074	0.0584	0.4704	0
3854	0.6561	0.5503	0.0	0.316	0.3478	0.3715	0
61							0
19							0
172	0.4311	0.0299	0.0	0.0987	0.4316	0.4279	0
73	0.4679	1.3839	0.0	0.3441	0.426	0.2965	0
66	0.8952	0.5475	1.0	0.2831	0.1675	0.3764	1
19	1.1737	1.1976	1.0	0.526	0.4495	0.2338	0
36	0.9555	0.8962	1.0	0.7375	0.2784	0.3096	0
208	0.7725	1.5988	0.0	0.5193	0.0791	0.4048	0
431	0.9418	0.1163	1.0	0.3277	0.1972	0.1698	0
38							0
15							0
51	1.062	0.5368	1.0	0.2935	0.4518	0.4459	1
78							1
94							1
3	2.3713	1.5988	0.0	0.5769	0.3299	0.2815	0
101							1
61	0.6545	0.6909	0.0	0.1409	0.2493	0.2162	0
274							0
70542	0.7725	1.5988	0.0	0.227	0.4986	0.4986	0
42	0.912	0.4848	1.0	0.3727	0.1513	0.4007	0
43	0.8873	0.2255	1.0	0.3704	0.1435	0.4545	0
218	1.2063	0.5503	0.0	0.3427	0.2143	0.2105	0
55							0
73	0.9418	0.1163	1.0	0.7211	0.1429	0.4141	0
21	0.4311	1.9401	0.0	0.3149	0.1716	0.3137	0
122							0
7	1.1005	0.6243	0.0	0.468	0.4214	0.1063	0
57	1.1353	0.6767	1.0	0.6437	0.2058	0.2698	0
313	1.5988	0.6869	1.0	0.3435	0.0048	0.4764	0
42							0
1	0.8668	0.2664	0.0	0.29	0.4991	0.1418	0
74	1.062	0.5368	1.0	0.2859	0.018	0.2138	0
1	1.1353	0.6767	1.0	0.3787	0.3968	0.2223	0
59	1.291	0.0212	0.0	0.6849	0.0141	0.1657	1
6	1.1332	0.2664	0.0	0.6545	0.2483	0.2256	0
357	0.9296	0.1407	1.0	0.2106	0.2992	0.0849	0
108	0.4762	0.7302	0.0	0.4717	0.0465	0.2108	0
282	1.471	0.9419	0.0	0.1817	0.4884	0.1238	0
38	1.1457	0.6939	1.0	1.0276	0.2131	0.1845	1
6	0.9026	0.2219	0.0	0.2449	0.2578	0.1636	0
149	0.912	0.4848	1.0	0.5655	0.0031	0.0583	1
2	0.8952	0.5475	0.0	0.6541	0.2788	0.4121	1
130	1.3455	0.3455	0.0	0.5195	0.0663	0.0492	0
71							0
27	0.8455	0.309	0.0	0.3578	0.0514	0.0855	1
114	1.2962	0.1506	1.0	0.1528	0.0195	0.2283	1
29	0.4611	0.0299	0.0	0.2163	0.4201	0.4044	0
57	1.1353	0.2857	0.0	0.4704	0.1304	0.382	0
73558	1.1545	0.309	0.0	0.6461	0.3236	0.3236	0
29	1.1245	0.185	1.0	0.3606	0.0242	0.3628	0
46							1
14	0.9296	0.1407	1.0	0.418	0.103	0.291	0
564	0.9288	0.1425	1.0	0.3869	0.0787	0.4454	0
44	0.7725	1.5988	0.0	0.8155	0.0207	0.1366	1
197	0.4762	0.6243	1.0	0.9146	0.4363	0.2094	1
78							1
86							0
38	1.1064	0.6547	1.0	0.5083	0.4328	0.0752	1
1349	1.1064	0.6547	1.0	0.3928	0.1791	0.2825	0
76	0.912	0.4848	1.0	0.8035	0.1526	0.0879	0
1292	1.1332	0.2664	0.0	0.1236	0.367	0.4322	0
37	1.1353	0.6767	1.0	0.7854	0.4974	0.1078	0
1118	1.1332	0.2664	0.0	0.2866	0.2082	0.2645	0
94	1.1615	0.3231	1.0	0.2884	0.2919	0.0884	0
764							0
76207	0.5079	0.9007	0.0	0.2643	0.4728	0.4728	0
107	1.0835	0.3251	1.0	0.7149	0.2155	0.2643	1
389							1
45							0
37	1.1737	1.1976	0.0	0.4625	0.042	0.0917	0
88	1.0704	0.1407	1.0	0.2995	0.3364	0.3725	1
434	1.1457	0.1506	0.0	0.2594	0.0746	0.2456	0
1229	1.1545	0.309	0.0	0.2466	0.0519	0.375	0
72	0.912	0.4848	1.0	0.6888	0.0981	0.141	1
671							0
13407							0
42							0
109	1.1245	0.799	1.0	0.7078	0.0647	0.1444	0
785	0.9138	0.1724	1.0	0.3897	0.2923	0.3804	0
990	0.4271	0.4848	1.0	0.7868	0.0467	0.2319	0
24	1.1064	0.6547	1.0	0.8414	0.2237	0.3179	0
32	1.4211	0.4361	0.0	0.1641	0.1194	0.4219	0
216							0
52	0.985	0.4361	0.0	0.2671	0.2131	0.1166	0
940	0.912	0.4848	1.0	0.8682	0.0075	0.2889	0
44	0.7904	0.3593	0.0	0.3164	0.3381	0.3014	0
44							1
54							0
55							0
62							0
49	0.5079	0.9007	0.0	0.4608	0.3989	0.4202	0
94	1.1064	0.1899	1.0	0.9708	0.0556	0.3924	0
63							0
521	1.4427	0.5475	1.0	0.3393	0.0245	0.3829	0
1804	0.9296	0.1407	0.0	0.1569	0.2414	0.2821	0
1092	1.0835	0.3251	1.0	0.3002	0.0816	0.2727	0
4	0.9296	0.1407	1.0	0.5474	0.2237	0.2335	0
7							0
25	1.1353	0.6767	1.0	0.2992	0.3929	0.3176	0
14							0
49							1
134739							0
11	0.3255	0.5771	1.0	0.5171	0.2084	0.3387	0
66							1
63	0.3255	0.5771	1.0	0.1551	0.4339	0.4899	0
6							0
143	1.4211	0.9624	1.0	0.3425	0.3408	0.1551	0
286	1.5988	1.1717	1.0	0.5146	0.4179	0.2605	0
52	1.3095	0.4069	0.0	0.184	0.4536	0.3866	0
5862	1.471	0.9419	0.0	0.1063	0.2704	0.3342	0
42	0.9288	0.1425	1.0	0.7769	0.1181	0.1493	0
7	1.1245	0.185	0.0	0.4481	0.1747	0.4711	0
134	0.9026	0.5771	1.0	0.6423	0.1454	0.2034	0
58	1.1005	0.6243	1.0	0.9742	0.3151	0.1515	0
129	0.6545	0.6909	1.0	0.9971	0.1056	0.2065	0
452	0.529	0.9419	0.0	0.2023	0.1752	0.2691	0
3143							0
74	0.4271	0.6349	1.0	0.4973	0.1665	0.2081	0
55	0.8455	0.309	0.0	0.1271	0.0057	0.1422	1
689	1.1545	0.309	0.0	0.2894	0.4579	0.3915	0
151							0
38	1.0	0.0	0.0	0.6206	0.1174	0.3201	1
1133							0
86	1.0	0.0	0.0	0.3718	0.2712	0.4922	0
89	1.1245	0.185	0.0	0.3264	0.1487	0.4199	0
36	0.4762	0.6243	1.0	0.4777	0.0608	0.1272	0
43	1.0862	0.1724	1.0	0.4483	0.4258	0.0857	0
32	0.6561	0.6349	1.0	0.2041	0.4296	0.1626	0
1							1
4	2.3713	1.5988	0.0	0.3026	0.0839	0.2987	0
1201	0.9288	0.1425	0.0	0.1695	0.293	0.2896	0
74	0.8455	0.309	0.0	0.8851	0.4697	0.4576	1
52							1
23	0.7904	1.5808	0.0	0.1613	0.1008	0.0581	0
40							0
13	0.529	0.9419	0.0	0.3581	0.2973	0.4792	0
681	1.0835	0.3251	1.0	0.4871	0.0957	0.3914	1
34							1
89							0
344	1.0	0.3455	0.0	0.1788	0.397	0.1559	0
1456	1.3455	0.6909	0.0	0.3074	0.1313	0.4405	0
460	0.912	0.4848	1.0	0.8927	0.3201	0.1903	0
7							0
100							1
48	0.4762	0.6243	0.0	0.785	0.1038	0.3184	0
80							0
26	1.1064	0.6547	1.0	0.6797	0.3118	0.1706	0
102	1.4086	0.9007	0.0	0.4067	0.1271	0.2813	1
116	1.1353	0.6767	1.0	0.5991	0.4398	0.2045	0
2528	0.9026	0.5771	1.0	0.1788	0.3621	0.1926	0
6	0.6545	0.6909	0.0	0.1518	0.0239	0.4841	0
32							0
235							0
2	0.9288	0.1425	1.0	0.5	0.3262	0.0582	0
23	1.1457	0.1506	0.0	0.4082	0.2348	0.4545	0
64	1.0	0.0	0.0	0.2758	0.131	0.1757	0
1373	1.1064	0.6547	1.0	0.4272	0.0173	0.2857	1
186	0.9026	0.4069	0.0	0.0946	0.0112	0.1554	0
6160	0.4311	1.9401	0.0	0.1625	0.3065	0.3065	0
17	2.3713	1.1976	1.0	0.932	0.0034	0.1076	1
47	0.4679	1.3839	0.0	0.675	0.2328	0.1865	1
36	0.8873	0.2255	1.0	0.8279	0.4766	0.4377	0
74	1.1245	0.185	0.0	0.2065	0.0274	0.3594	1
63	0.9288	0.1425	0.0	0.3729	0.1409	0.4298	0
38	0.8952	0.5475	0.0	0.1923	0.1086	0.4777	1
167953	0.9138	0.1724	0.0	0.5103	0.0676	0.0676	0
898	1.1353	0.6767	1.0	0.2463	0.1319	0.3377	0
11							1
32	0.6545	0.6909	0.0	0.665	0.3269	0.4957	1
605							0
81	0.912	0.4848	1.0	0.2297	0.1489	0.307	0
1055	1.8517	1.1269	0.0	0.1131	0.0525	0.4271	0
208	1.1127	0.2255	1.0	0.1817	0.4518	0.2387	0
1753	1.1353	0.6767	1.0	0.3218	0.0189	0.4042	0
15	0.9296	0.1407	1.0	0.4471	0.4384	0.4141	1
275544	0.6561	0.6349	1.0	0.1949	0.4528	0.4528	0
16	1.1353	0.6767	1.0	0.1995	0.4529	0.201	0
29	0.912	0.4848	1.0	0.1853	0.2879	0.3827	0
632	0.9418	0.1163	1.0	0.7857	0.1824	0.4186	0
15							0
62	1.1064	0.6547	1.0	0.3943	0.0108	0.0913	0
51	0.4611	0.3114	0.0	0.5049	0.2319	0.2055	0
45	0.4311	1.9401	0.0	0.5167	0.4085	0.3981	0
70	0.9138	0.1724	0.0	0.1212	0.4984	0.0848	0
26	1.0	0.0	0.0	0.26	0.3433	0.4338	0
704	1.1064	0.1899	0.0	0.3622	0.421	0.4257	0
275	1.0582	0.1163	1.0	0.3368	0.1567	0.2172	0
7	1.1245	0.2219	0.0	0.4542	0.1161	0.439	0
55	0.8873	0.2255	1.0	0.4513	0.4166	0.2417	0
16	1.1245	0.185	0.0	0.6431	0.4537	0.1861	0
41	0.6561	0.5503	0.0	0.3355	0.0738	0.3457	0
3							0
252	1.062	0.5368	1.0	0.5282	0.4273	0.2788	0
613	0.912	0.4848	1.0	0.7146	0.0627	0.2198	1
7	0.9288	0.1425	0.0	0.5452	0.3749	0.4028	0
4	1.1353	0.6767	1.0	0.5	0.2652	0.3356	1
81							1
63							0
6							0
57	1.1064	0.1899	0.0	0.7727	0.2938	0.3976	0
794	0.9288	0.1425	1.0	0.1671	0.4999	0.2532	0
38	1.3455	0.3455	0.0	0.2284	0.3065	0.4599	1
34							0
31							1
2078	1.1457	0.1506	0.0	0.1818	0.3907	0.4816	0
70	0.529	0.9419	0.0	0.4391	0.0123	0.3542	1
308	0.3255	0.799	1.0	0.374	0.0528	0.4389	0
34	1.2063	0.0635	1.0	0.0	0.0156	0.3585	0
51							0
145	0.985	0.1504	0.0	0.9813	0.0882	0.2391	0
3	1.0835	0.3251	0.0	0.4263	0.3029	0.3376	0
269	0.9288	0.1425	1.0	0.3483	0.0922	0.4063	0
602	0.4762	0.6243	1.0	0.2205	0.3147	0.4861	0
54	0.9026	0.5771	1.0	0.5915	0.3848	0.1147	0
9	0.8952	0.5475	1.0	0.3251	0.1453	0.4953	0
104	1.0835	0.3251	0.0	0.1828	0.1828	0.4346	1
48	1.2962	0.1506	1.0	0.0	0.4466	0.2231	0
177	0.8952	0.5475	0.0	0.3138	0.147	0.4086	0
1036	1.0835	0.3251	1.0	0.5916	0.336	0.1033	0
77246	2.3713	1.5808	0.0	0.3639	0.1827	0.1827	0
41							1
701	0.8873	0.2255	1.0	0.6356	0.0093	0.1828	0
32							0
29	0.9288	0.1425	0.0	1.1264	0.4702	0.052	0
68							0
281	0.9288	0.1425	0.0	0.2103	0.4902	0.4784	0
1	0.985	0.5263	1.0	0.3787	0.3968	0.2223	0
12							0
14	1.1353	0.6767	1.0	0.3382	0.3392	0.2624	0
176	0.985	0.4361	0.0	0.403	0.4144	0.0574	1
72							0
74							0
54	1.062	0.5368	0.0	0.3527	0.2134	0.3771	1
4	0.4311	0.0299	0.0	0.6623	0.295	0.4865	0
62	1.0704	0.1407	1.0	0.1062	0.0995	0.145	0
1268	0.529	0.9419	0.0	0.3277	0.1931	0.2909	0
168151	0.4586	0.9624	1.0	0.5103	0.1272	0.1272	0
490	1.1245	0.185	1.0	0.8207	0.145	0.3946	0
26							0
22	0.9288	0.1425	0.0	0.412	0.2664	0.3545	0
13842	0.985	0.4361	1.0	0.3088	0.3251	0.3251	0
37	1.8517	0.8962	0.0	0.5689	0.4903	0.4187	0
22							0
40	1.0	0.3455	0.0	0.5464	0.0433	0.1335	0
3396							0
3	0.4679	1.3839	0.0	0.6724	0.0381	0.2541	1
1316	1.1545	0.309	0.0	0.2616	0.3416	0.2456	0
23	0.9026	0.5771	1.0	0.5332	0.1909	0.4379	1
35	0.9296	0.1407	1.0	0.2454	0.1406	0.235	1
50							1
140	1.1064	0.6547	1.0	0.3867	0.1901	0.3952	0
51	0.9288	0.1425	0.0	0.5197	0.0164	0.3881	0
1399	0.4271	1.1717	1.0	0.658	0.4078	0.4078	0
64	0.912	0.4848	1.0	0.7613	0.47	0.2373	1
89	0.912	0.4848	1.0	0.6319	0.1558	0.2475	0
68	1.1064	0.6547	1.0	0.4136	0.3275	0.3819	1
29							1
77	1.1353	0.6767	1.0	0.1224	0.0351	0.2555	0
138	1.4427	0.5475	0.0	0.526	0.2177	0.4483	0
467	0.8455	0.309	0.0	0.9877	0.0596	0.0941	1
4							1
25							0
23	1.1332	0.2664	0.0	0.4833	0.2451	0.192	1
75	0.9296	0.1407	1.0	0.627	0.4614	0.4221	1
35	1.3455	0.6909	0.0	0.0	0.3421	0.1519	0
315	1.1737	1.1976	0.0	0.3297	0.2439	0.4142	1
295	0.9026	0.4069	0.0	0.6631	0.3535	0.0659	0
31	0.9296	0.1407	1.0	0.4641	0.3861	0.2886	0
22560	0.4679	1.3839	0.0	0.1572	0.045	0.045	1
179	1.1064	0.1899	0.0	0.1823	0.447	0.1838	1
70	0.529	0.9419	0.0	0.5149	0.0493	0.4112	0
95	0.985	0.4361	1.0	0.4371	0.4411	0.3804	0
91	0.9555	0.8962	1.0	0.4927	0.3071	0.3685	0
533							0
148	0.4679	0.4876	0.0	0.2097	0.1821	0.3907	0
109	0.9288	0.1425	1.0	0.7326	0.0849	0.1548	1
73	1.062	0.5368	1.0	0.461	0.3788	0.1968	1
131	1.0	0.0	0.0	0.305	0.0069	0.1388	0
49							0
29							0
4466	1.1005	0.4444	0.0	0.3805	0.363	0.3572	0
170							0
45	1.2698	0.0635	1.0	0.7658	0.352	0.2841	0
96	1.0835	0.3251	1.0	0.6215	0.3981	0.3202	0
241							0
713	0.6545	0.6909	1.0	0.4105	0.3466	0.3968	1
14							0
224	0.7249	0.2306	0.0	0.403	0.414	0.061	0
42	0.4311	1.9401	0.0	0.3931	0.3342	0.1652	0
414	0.9296	0.1407	1.0	0.472	0.0617	0.4863	0
56							1
69							1
16							1
5	0.9026	0.5771	1.0	0.9052	0.0949	0.0815	0
478	0.8385	0.3231	1.0	0.6981	0.0122	0.4449	1
168121	0.8873	0.2255	1.0	0.5103	0.1182	0.1182	0
481	1.3095	0.4069	1.0	0.4119	0.3932	0.3932	0
417	1.0862	0.1724	0.0	0.6939	0.351	0.351	0
40	1.3095	0.185	0.0	0.3462	0.2791	0.4198	1
51							0
107	0.9296	0.1407	1.0	0.2224	0.4164	0.2252	0
36	0.985	0.4361	0.0	0.381	0.4178	0.4597	1
94							0
81	0.4611	0.3114	0.0	0.3004	0.4246	0.1944	0
24790							0
140							1
29	0.7725	0.3114	0.0	0.1624	0.172	0.2591	0
27	0.912	0.6869	0.0	0.4276	0.2026	0.3999	0
34	0.6545	0.6909	1.0	0.4154	0.4018	0.2924	0
1798	1.0862	0.1724	0.0	0.4292	0.1287	0.2937	1
20	0.5079	0.9007	1.0	0.3288	0.1596	0.3146	0
278							0
238	0.8385	0.3231	0.0	0.8076	0.0567	0.2953	0
10230							1
28	1.1245	0.185	0.0	0.4032	0.2821	0.3032	0
228							0
61	0.9288	0.1425	1.0	0.8742	0.0101	0.423	1
954							0
19							0
26186	0.912	0.6869	0.0	0.2437	0.4746	0.4746	1
122	1.0835	0.3251	0.0	0.6148	0.2526	0.462	0
59408	2.3713	1.1976	0.0	0.1377	0.2098	0.2098	0
127696	0.4611	0.0299	0.0	0.1558	0.3344	0.3344	0
3152	1.0	0.3455	0.0	0.1076	0.4848	0.4831	0
608	1.1064	0.6547	1.0	0.2835	0.028	0.2079	0
57	1.0835	0.3251	1.0	0.6725	0.3065	0.1509	1
75							0
192	1.1064	0.1899	1.0	0.5652	0.1387	0.0849	0
1100	0.9288	0.1425	1.0	0.7074	0.4643	0.4508	0
64601	1.3455	0.6909	0.0	0.1579	0.3204	0.3204	0
9	0.4679	1.3839	0.0	0.406	0.1442	0.478	1
13	1.062	0.5368	1.0	0.2563	0.0544	0.4825	1
167							0
500	1.4211	0.2857	1.0	0.5053	0.099	0.1746	0
57	0.8668	0.2664	0.0	0.6251	0.1355	0.2887	0
28							1
82	1.0835	0.3251	1.0	0.9375	0.0502	0.4564	0
247	0.9138	0.1724	1.0	0.1869	0.4619	0.4619	0
2	0.8455	0.309	0.0	0.7677	0.2576	0.2716	0
51	0.6545	0.6909	1.0	0.8739	0.4614	0.4035	0
15	1.2698	0.0212	0.0	0.5556	0.0209	0.0779	0
197	1.1737	1.1976	1.0	0.4975	0.0009	0.1013	0
19							0
23	1.0704	0.1407	1.0	0.3561	0.11	0.2199	0
3545							0
3	0.9418	0.1163	0.0	0.8	0.03	0.1849	0
41539							0
732	0.9288	0.1425	1.0	0.5173	0.4845	0.4208	0
32	0.6545	0.3455	0.0	0.4262	0.0117	0.0117	0
32	0.3255	0.799	1.0	0.3314	0.2633	0.0256	0
210							0
6							0
285	1.1545	0.309	0.0	0.5403	0.4733	0.1561	0
11948	1.4086	0.3251	0.0	0.8964	0.4196	0.4196	1
163							0
7070	1.1615	0.3231	1.0	0.126	0.2169	0.4429	0
45	1.1457	0.1506	1.0	0.6571	0.2305	0.1267	1
23	1.0582	0.1163	0.0	0.1238	0.2109	0.0504	0
382	0.9026	0.5771	1.0	0.4286	0.0783	0.4596	0
13	1.1353	0.6767	1.0	0.875	0.383	0.4376	0
49	1.0582	0.1163	1.0	0.1089	0.0465	0.1028	0
79	0.4271	1.1717	1.0	0.3411	0.2396	0.4845	1
207	1.1064	0.6547	1.0	0.1995	0.3892	0.2053	0
119	0.9296	0.1407	1.0	0.4855	0.4069	0.3412	0
13							1
20	0.8952	0.5475	1.0	0.6354	0.3675	0.212	0
61	0.9288	0.1425	0.0	0.5247	0.2249	0.3117	1
794							0
81							0
45							0
168	0.4517	0.6939	1.0	0.3207	0.3157	0.436	0
1427	0.6561	0.5503	0.0	0.1971	0.0645	0.3835	0
20	0.5079	0.9007	1.0	0.5914	0.2653	0.277	1
37	1.1064	0.6547	1.0	0.4016	0.1201	0.4827	0
68934	0.529	0.9419	0.0	0.1448	0.407	0.407	1
214							0
406	0.4517	0.6939	1.0	0.1593	0.0964	0.2465	1
15							0
57	0.6545	0.6909	1.0	0.9984	0.172	0.2432	0
88	0.529	0.9419	0.0	0.6366	0.4859	0.2468	0
7	0.4586	0.9624	1.0	0.6593	0.0715	0.4559	0
58	1.1457	0.1506	0.0	0.7366	0.3133	0.1201	1
62	1.4211	0.9624	1.0	0.7722	0.1218	0.3174	0
58	1.8517	0.8962	0.0	0.3896	0.3325	0.2182	0
62	0.9288	0.1425	1.0	0.4707	0.4478	0.3865	0
91635	0.7249	0.2306	1.0	0.1971	0.2514	0.2514	0
72	0.9288	0.1425	0.0	0.3245	0.076	0.1625	0
65	1.8517	0.8962	0.0	0.6282	0.1848	0.1234	0
46	1.0582	0.1163	1.0	0.2696	0.175	0.2286	0
114	0.9288	0.1425	0.0	0.5242	0.1399	0.1136	1
28							1
280							1
578	0.9026	0.4069	0.0	0.1866	0.0519	0.3843	0
2660	0.8668	0.2664	0.0	0.2918	0.0659	0.3229	0
491	1.062	0.1501	0.0	0.2023	0.1746	0.263	0
24	1.2962	0.1506	1.0	0.1857	0.4239	0.2679	1
98	0.6561	0.4444	0.0	0.8764	0.0018	0.1441	1
56	0.8873	0.2255	1.0	0.3119	0.1491	0.4933	0
15	1.1332	0.2664	0.0	0.0	0.198	0.1664	0
60	2.3713	1.1976	0.0	0.055	0.0479	0.3196	1
385564	0.3255	0.5771	1.0	0.6544	0.2128	0.2128	0
66							0
349	1.1064	0.1899	0.0	0.4597	0.0231	0.2183	0
70	0.4311	0.0299	0.0	0.3542	0.3332	0.1449	0
1277	0.9555	0.8962	0.0	0.2959	0.4573	0.395	0
10							0
25	0.4311	1.9401	0.0	0.8551	0.1562	0.4409	0
45							0
2	1.0	0.0	0.0	0.3364	0.0329	0.4265	0
3	1.0862	0.1724	1.0	0.2543	0.2603	0.4522	0
28							1
16							0
22							0
1133	0.8385	0.3231	1.0	0.3004	0.0049	0.473	0
804	1.1064	0.6547	1.0	0.3733	0.4119	0.4057	0
175	0.9418	0.1163	1.0	0.6742	0.3972	0.1382	0
21							1
9054	1.1064	0.1899	0.0	0.3373	0.2959	0.2959	0
102							0
100							0
40	0.9288	0.1425	1.0	0.3664	0.0927	0.1801	0
